플랫폼,시간,질문,대응
kakaoi,2023-02-21 15:25,세금계산서발급은어떻게해야하나요?,"대부분의 일반과세자 사업자들은 국세청 홈택스에서 전자세금계산서를 발급하면 됩니다.1) 발급방법  ① 국세청 홈택스(www.hometax.go.kr) 접속  ② 공동인증서 로그인  ③ 조회/발급 메뉴 - 전자(세금)계산서 발급 메뉴 - 건별발급 메뉴 클릭  ④ 공급받는자 거래처 조회 - 한국남부발전 설정  ⑤ 작성일자, 품목, 공급가액 등 작성 후 발급하기 버튼 클릭2) 문의처 : 국세청 홈택스 고객센터(☎국번없이126)"
kakaoi,2023-02-21 15:26,남부발전소꺼요,한국남부발전은 전기의 생산과 발전에 대한 이해를돕기 위해 발전소별 견학프로그램을 실시하고 있습니다. 사업소별 견학일정 등 견학신청에 대한 자세한 사항은 홈페이지를 통해 확인하실 수 있어요. 
kakaoi,2023-02-27 16:22,본사가려면 부산역에서 출발 무슨역.몇번출구인가요?,"한국남부발전 본사는 부산광역시 남구 문현금융로 40, 부산국제금융센터에 위치하고 있습니다. 찾아오시는 길을 안내해 드릴게요."
kakaoi,2023-03-03 10:57,양도양수서류,"채용서류의 경우, 모집단위(신입, 경력직 등)별 필요서류가 다르므로 채용공고를 확인해주세요."
kakaoi,2023-03-03 10:57,구비서류,"채용서류의 경우, 모집단위(신입, 경력직 등)별 필요서류가 다르므로 채용공고를 확인해주세요."
kakaoi,2023-03-03 12:44,양도양수,"■ 설비 양도자는 양도양수계약서 상 본인 소유의 최종 REC 대금 수령 및 소유권 이전 완료 이전까지 폐업하지 않도록 유의해주시기 바랍니다. 아울러 설비 양도자는 가급적 본인 소유의 최종 REC 발급 신청을 완료한 후 설비확인서 소유권 이전을 진행해주시기 바랍니다.■ 설비 양수자는 1) 설비 양도자 소유의 최종 REC 발급 신청 완료 및 2) 설비확인서 소유권 이전이 모두 완료된 후, ① 신재생원스톱 사업정보 통합포털(onerec.kmos.kr) 회원 가입 및 공동인증서 로그인② 한국남부발전 대금지급시스템(https://conrps.kospo.co.kr) 회원가입③ 공문(양식) 작성 및 공문에 기재된 필수서류 원본 등기 발송                           ④ 계좌등록을 위해 은행계좌이체약정서(양식) 작성 후 원본 등기 발송¡ 제출처 : 부산광역시 남구 문현금융로 40 부산국제금융센터 33층 그린뉴딜전략실                                                                             ※기타문의사항은 전화?이메일로 연락하여 주시기 바랍니다.                      - 전화문의 : 1600-1658(KOSPO 신재생에너지 고객지원센터)                  - 선정계약, REP 계약 : *@kospo.co.kr- 소형태양광(한국형 FIT), RPA, 자체계약 : *@kospo.co.kr"
kakaoi,2023-03-09 09:19,체험형 인턴 근무시 기숙사가 제공되나요?,사업주분께서는 아래의 사항 중 하나에 해당 시 반드시 남부발전에 통지해야 합니다. (필요시 변경계약 체결)                                                                                          1. 발전사업허가증 또는 설비확인서에 명시된 사항이 변경된 경우2. 가중치의 변경이 있을 경우3. 사업자 과세유형이 변경될 경우(일반과세자 ↔ 간이과세자)4. 전력판매처가 변경될 경우(전력거래소 ↔ 한국전력공사)5. 그 밖에 계약에 따른 의무를 이행함에 있어 중대한 변경을 초래할 수 있는 사유가 발생한 경우
kakaoi,2023-03-09 21:19,현재 회사에 재직 중인 상태지만 최종 합격자 발표와 근무개시일 사이 바로 퇴사가 가능하면 인턴 지원이 가능한가요?,"합격예정자 대상으로 신체검사, 비위면직자 및 신원조회를 실시하며, 결과에 따라 최종합격 여부가 결정됩니다.[합격기준]1. 신체검사 :  [공무원채용신체검사규정]에 의한 전문병원의 신체검사를 합격한 자2. 신원조회 : 경찰청 신원조회 결과 특이사항이 없는 자3. 비위면직자조회 : 비위면직자 조회 결과 특이사항이 없는 자"
kakaoi,2023-03-10 16:19,ㅅ,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요?
kakaoi,2023-03-10 16:19,복지,아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요?
kakaoi,2023-03-11 11:39,발전량,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요?
kakaoi,2023-03-14 07:52,rec해지,[REC]에서 궁금하신 내용의 번호를 입력해주세요~
kakaoi,2023-03-15 16:33,현재 진행하는 공모전이 있나요?,
kakaoi,2023-03-21 11:19,채용,남부발전 채용정보에 대해 알려드릴게요??궁금하신 사항의 버튼을 눌러주세요.
kakaoi,2023-03-23 11:16,fit 태양광 가지고 있는데 태양광 장기계약 취소를 하려고 하는데 어떻게 해야하나요,"한국남부발전은 국내 최대 태양광(98MW), 세계 최대 ESS(306MWh) 설비용량을 가진 솔라시도 태양광발전소 등 태양광 사업을 추진중입니다. 한국남부발전이 운영중인 태양광 사업 현황에 대해서 좀더 자세히 알려드릴게요."
kakaoi,2023-03-24 09:13,안녕하세요! 이번 체험형인턴에 지원하는 지원자입니다.발전공기업에서 근무한 경험이 있어 자기소개서에 ”발전공기업에서 ~~업무를 수행하며“ 라고 작성한 것도 블라인드에 위배되는 사항인지 질문드립니다!,"채용시 블라인드 위배 요소에 대해 알려드릴게요. 1. 경력사항, 자격사항, 교육사항 입력칸에는 실제 기관명을 적으셔야 합니다.(실제 전형시 블라인드 처리됨)2. 직무능력소개서와 자기소개서에는 일체의 블라인드 요소(기관명, 학교명, 지역, 성별, 대외활동명 등 / 유추가능 내용도 포함)를 입력시 불합격 처리를 포함한 불이익을 받게됩니다."
kakaoi,2023-03-24 09:45,학점은행제는 학교교육에 포함되나요?,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요?
kakaoi,2023-03-24 09:45,학교교육,아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요?
kakaoi,2023-03-31 17:47,블라인드,"채용시 블라인드 위배 요소에 대해 알려드릴게요. 1. 경력사항, 자격사항, 교육사항 입력칸에는 실제 기관명을 적으셔야 합니다.(실제 전형시 블라인드 처리됨)2. 직무능력소개서와 자기소개서에는 일체의 블라인드 요소(기관명, 학교명, 지역, 성별, 대외활동명 등 / 유추가능 내용도 포함)를 입력시 불합격 처리를 포함한 불이익을 받게됩니다."
kakaoi,2023-03-31 17:47,졸업증명서,"일반직 신입사원 입사지원 시 학력 제한은 없으므로 따라서 대학에 재학 중이거나 휴학, 졸업예정인 경우에도 지원 가능합니다.단, 입사일 이후 학업을 위한 별도의 기간을 부여하지 않으므로 이 점 참고하셔야 합니다.제출서류는 졸업예정자인 경우 졸업예정증명서, 재학 중인 경우 재학증명서를 제출하시면 됩니다."
kakaoi,2023-03-31 17:47,졸업증명서 학교명 블라인드,"채용시 블라인드 위배 요소에 대해 알려드릴게요. 1. 경력사항, 자격사항, 교육사항 입력칸에는 실제 기관명을 적으셔야 합니다.(실제 전형시 블라인드 처리됨)2. 직무능력소개서와 자기소개서에는 일체의 블라인드 요소(기관명, 학교명, 지역, 성별, 대외활동명 등 / 유추가능 내용도 포함)를 입력시 불합격 처리를 포함한 불이익을 받게됩니다."
kakaoi,2023-04-01 11:21,필기시험 과목,"대졸수준 필기전형 출제범위는 아래와 같습니다. 각 모집단위별 자세한 사항은 채용공고 혹은 입사지원페이지의 공지사항을 확인해 주세요.  [공통]1. 한국사 :한국사능력검정시험 1~2급 수준2. 영어 : 토익 Reading 750 ~ 850점 수준[사무]1. 법정분야 : 법학, 행정학 분야지식2. 상경분야 : 경제학, 회계학, 경영학 분야지식[기술]1. 대졸수준 : 지원분야 기사수준2. 고졸수준 : 지원분야 기능사수준"
kakaoi,2023-04-02 16:16,셔틀버스,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요?
kakaoi,2023-04-02 16:17,출퇴근 버스,아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요?
kakaoi,2023-04-04 08:42,채용정보 궁금합니다,남부발전 채용정보에 대해 알려드릴게요??궁금하신 사항의 버튼을 눌러주세요.
kakaoi,2023-04-04 08:43,중대재해 예방대책 알려줘요,한국남부발전 조직도를 안내해 드릴게요. 부서별 담당자 전화번호를 찾고 싶으시면 전화번호 찾기 페이지에서 검색하실 수 있어요.??
kakaoi,2023-04-04 08:44,rec 계약정보 주세요,[REC]에서 궁금하신 내용의 번호를 입력해주세요~
kakaoi,2023-04-05 15:35,인턴,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요?
kakaoi,2023-04-05 15:35,체험형 인턴 면접시 면접증명서를 발급받을수 있나요?,"채용시 면접은 1,2차로 진행됩니다.[1차]1. 4직급 수준 : PT면접(100), 실무역량(100), G/D(100) ※ 면접점수 합계 60% 미만은 불합격 처리되며 원점수에 가점을 합산한 점수로 적용2. 전문경력직, 별정직 : NCS경험 및 상황대응능력 평가(100)[2차][공통] 인성 및 조직적합성 평가(100) ※ 과락기준 없음"
kakaoi,2023-04-07 14:39,양도양수,"■ 설비 양도자는 양도양수계약서 상 본인 소유의 최종 REC 대금 수령 및 소유권 이전 완료 이전까지 폐업하지 않도록 유의해주시기 바랍니다. 아울러 설비 양도자는 가급적 본인 소유의 최종 REC 발급 신청을 완료한 후 설비확인서 소유권 이전을 진행해주시기 바랍니다.■ 설비 양수자는 1) 설비 양도자 소유의 최종 REC 발급 신청 완료 및 2) 설비확인서 소유권 이전이 모두 완료된 후, ① 신재생원스톱 사업정보 통합포털(onerec.kmos.kr) 회원 가입 및 공동인증서 로그인② 한국남부발전 대금지급시스템(https://conrps.kospo.co.kr) 회원가입③ 공문(양식) 작성 및 공문에 기재된 필수서류 원본 등기 발송                           ④ 계좌등록을 위해 은행계좌이체약정서(양식) 작성 후 원본 등기 발송¡ 제출처 : 부산광역시 남구 문현금융로 40 부산국제금융센터 33층 그린뉴딜전략실                                                                             ※기타문의사항은 전화?이메일로 연락하여 주시기 바랍니다.                      - 전화문의 : 1600-1658(KOSPO 신재생에너지 고객지원센터)                  - 선정계약, REP 계약 : *@kospo.co.kr- 소형태양광(한국형 FIT), RPA, 자체계약 : *@kospo.co.kr"
kakaoi,2023-04-07 14:40,양도양수서류,"채용서류의 경우, 모집단위(신입, 경력직 등)별 필요서류가 다르므로 채용공고를 확인해주세요."
kakaoi,2023-04-07 14:40,사업 양수도,"■ 설비 양도자는 양도양수계약서 상 본인 소유의 최종 REC 대금 수령 및 소유권 이전 완료 이전까지 폐업하지 않도록 유의해주시기 바랍니다. 아울러 설비 양도자는 가급적 본인 소유의 최종 REC 발급 신청을 완료한 후 설비확인서 소유권 이전을 진행해주시기 바랍니다.■ 설비 양수자는 1) 설비 양도자 소유의 최종 REC 발급 신청 완료 및 2) 설비확인서 소유권 이전이 모두 완료된 후, ① 신재생원스톱 사업정보 통합포털(onerec.kmos.kr) 회원 가입 및 공동인증서 로그인② 한국남부발전 대금지급시스템(https://conrps.kospo.co.kr) 회원가입③ 공문(양식) 작성 및 공문에 기재된 필수서류 원본 등기 발송                           ④ 계좌등록을 위해 은행계좌이체약정서(양식) 작성 후 원본 등기 발송¡ 제출처 : 부산광역시 남구 문현금융로 40 부산국제금융센터 33층 그린뉴딜전략실                                                                             ※기타문의사항은 전화?이메일로 연락하여 주시기 바랍니다.                      - 전화문의 : 1600-1658(KOSPO 신재생에너지 고객지원센터)                  - 선정계약, REP 계약 : *@kospo.co.kr- 소형태양광(한국형 FIT), RPA, 자체계약 : *@kospo.co.kr"
kakaoi,2023-04-07 14:46,채용관련 입사지원서류를 다운받으려는데,"채용서류의 경우, 모집단위(신입, 경력직 등)별 필요서류가 다르므로 채용공고를 확인해주세요."
kakaoi,2023-04-07 14:46,채용홈페이지를 방문해도 다운받는곳이 없더라구요,남부발전 채용공고 내역은 아래 버튼을 눌러 확인해 주세요~
kakaoi,2023-04-07 14:47,채용공고에서 지원하기 클릭해서 들어가도 공고만 있을분,남부발전 채용공고 내역은 아래 버튼을 눌러 확인해 주세요~
kakaoi,2023-04-07 23:12,아,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요?
kakaoi,2023-04-07 23:13,인턴 면접이 9시인데 9시에서 대기시간이 있는걸까요,"채용시 면접은 1,2차로 진행됩니다.[1차]1. 4직급 수준 : PT면접(100), 실무역량(100), G/D(100) ※ 면접점수 합계 60% 미만은 불합격 처리되며 원점수에 가점을 합산한 점수로 적용2. 전문경력직, 별정직 : NCS경험 및 상황대응능력 평가(100)[2차][공통] 인성 및 조직적합성 평가(100) ※ 과락기준 없음"
kakaoi,2023-04-07 23:17,남부발전에 대해 소개해줘,"하동발전본부는 설비용량 4,000MW로 국내 전력생산량의 4.8%, 한국남부발전 전력생산의 50% 이상을 차지하는 고효율 표준 석탄화력발전소입니다. 하동발전본부 사업소 소개 페이지로 연결해드릴게요."
kakaoi,2023-04-07 23:17,영월본부에 대해 소개해줘,"영월발전본부는 설비용량 848MW로, 국내최초로 무연탄 발전에서 LNG복합발전으로 탈바꿈한 저탄소 친환경 복합화력발전소입니다. 영월발전본부 소개 페이지로 연결해드릴게요."
kakaoi,2023-04-07 23:45,진행하고있는 사업 알려줘요,
kakaoi,2023-04-08 01:49,무슨 사업을 진행중인가요,
kakaoi,2023-04-08 01:49,영월본부는 어떤가요,영월발전본부는 강원도 영월군 영월읍 중앙로 411에 위치하고 있습니다. 찾아오시는 길을 안내해 드릴게요.
kakaoi,2023-04-08 01:50,오호,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요?
kakaoi,2023-04-08 22:18,영월,"영월발전본부는 설비용량 848MW로, 국내최초로 무연탄 발전에서 LNG복합발전으로 탈바꿈한 저탄소 친환경 복합화력발전소입니다. 영월발전본부 소개 페이지로 연결해드릴게요."
kakaoi,2023-04-12 16:35,안녕하세요 면접 확인서 발급 문의드립니다,"채용시 면접은 1,2차로 진행됩니다.[1차]1. 4직급 수준 : PT면접(100), 실무역량(100), G/D(100) ※ 면접점수 합계 60% 미만은 불합격 처리되며 원점수에 가점을 합산한 점수로 적용2. 전문경력직, 별정직 : NCS경험 및 상황대응능력 평가(100)[2차][공통] 인성 및 조직적합성 평가(100) ※ 과락기준 없음"
kakaoi,2023-04-13 15:32,채용,남부발전 채용정보에 대해 알려드릴게요??궁금하신 사항의 버튼을 눌러주세요.
kakaoi,2023-04-14 15:51,비밀번호 오류로 인한 계정잠김,"현재 한국남부발전이 운영중인 SNS는 인스타그램, 페이스북, 유튜브가 있습니다. 방문하고 싶은 채널을 눌러주세요!"
kakaoi,2023-04-14 15:51,계정잠김,"현재 한국남부발전이 운영중인 SNS는 인스타그램, 페이스북, 유튜브가 있습니다. 방문하고 싶은 채널을 눌러주세요!"
kakaoi,2023-04-14 15:54,비밀번호,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요?
kakaoi,2023-04-14 15:54,비밀번호 오류,아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요?
kakaoi,2023-04-14 15:54,비밀번호 5회,제가 많이 부족해서 실망하셨죠?ㅠ.ㅠ 다른 궁금한 사항을 말해주시겠어요?
kakaoi,2023-04-14 15:55,잠김,제가 많이 부족해서 실망하셨죠?ㅠ.ㅠ 다른 궁금한 사항을 말해주시겠어요?
kakaoi,2023-04-14 15:55,시스템문의 전화번호,각 사업소별 자세한 사항을 알고 싶으시거나 전화연결을 원하시면 해당 버튼을 눌러주세요~!??
kakaoi,2023-04-20 18:26,채용,남부발전 채용정보에 대해 알려드릴게요??궁금하신 사항의 버튼을 눌러주세요.
kakaoi,2023-04-27 14:28,오늘 별정직 서류전형 합격자 결과 어디서 볼수 있나요?,"채용서류의 경우, 모집단위(신입, 경력직 등)별 필요서류가 다르므로 채용공고를 확인해주세요."
kakaoi,2023-04-28 11:01,입사지원서에 청년여부는 성별관계없이 만 15세에서 34세에 해당되면 대상에 체크되는 것 맞나요??,"합격예정자 대상으로 신체검사, 비위면직자 및 신원조회를 실시하며, 결과에 따라 최종합격 여부가 결정됩니다.[합격기준]1. 신체검사 :  [공무원채용신체검사규정]에 의한 전문병원의 신체검사를 합격한 자2. 신원조회 : 경찰청 신원조회 결과 특이사항이 없는 자3. 비위면직자조회 : 비위면직자 조회 결과 특이사항이 없는 자"
kakaoi,2023-05-04 14:42,셔틀버스,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요?
kakaoi,2023-05-04 14:42,버스,아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요?
kakaoi,2023-05-04 14:43,출퇴근,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요?
kakaoi,2023-05-04 14:43,버스,아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요?
kakaoi,2023-05-04 14:43,셔틀,제가 많이 부족해서 실망하셨죠?ㅠ.ㅠ 다른 궁금한 사항을 말해주시겠어요?
kakaoi,2023-05-08 14:37,안녕하세요,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요?
kakaoi,2023-05-08 17:13,남부발전 로그인이안됩니다,아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요?
kakaoi,2023-05-08 17:14,did 복구는 어떻게 하나요?,"1) 한국남부발전 대금청구사이트(https://conrps.kospo.co.kr)에 로그인 후 상단의 대금지급청구 메뉴를 누릅니다.2) 화면에 나타나는 발전소를 선택하고, 대금청구할 인증서의 전력공급 년을 선택합니다.① 해당하는 계약 탭에서 발전소를 검색하면 됩니다.② 발전소가 여러개일 경우 순서대로 클릭하면 됩니다.3) 아래에 나타나는 월 체크박스에서 해당 월에 체크한 후 확인 버튼을 누르면 대금지급요청 등록 화면이 나타납니다.4) 화면에서 인증서량을 입력하면 아래 공급가액과 부가세, 합계금액이 자동으로 산출됩니다.① 한국에너지공단에서 매월 발급하는 인증서에 기재된 REC량을 입력하여야 하며, 단위 또한 REC(MW)입니다.* 소형발전소의 경우 발전량이 1MW 미만일 경우, 해당월 REC량은 0이고 그 발전량은 이월되어 다음달 REC에 합산됩니다.② 청구하는 발전년월과 인증서 발전년월이 서로 맞는지 반드시 확인하여야 하며, 숫자는 정수를 입력하여야 합니다.5) 공급인증서와 세금계산서 증빙을 첨부파일로 업로드한 후 세금계산서 발행일을 달력에서 선택합니다.6) 대금지급청구 버튼을 클릭하고 뜨는 ‘새로운 데이터를 등록하시겠습니까?’메시지에 확인 버튼을 누르면 대금청구가 이루어집니다."
kakaoi,2023-05-08 17:15,이번달 rec 계약 건 확인 할수 있나요?,[REC]에서 궁금하신 내용의 번호를 입력해주세요~
kakaoi,2023-05-15 11:56,rec 확인 어플,[REC]에서 궁금하신 내용의 번호를 입력해주세요~
kakaoi,2023-05-15 11:57,7,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요?
kakaoi,2023-05-15 11:57,rec 대금청구방법,"1) 한국남부발전 대금청구사이트(https://conrps.kospo.co.kr)에 로그인 후 상단의 대금지급청구 메뉴를 누릅니다.2) 화면에 나타나는 발전소를 선택하고, 대금청구할 인증서의 전력공급 년을 선택합니다.① 해당하는 계약 탭에서 발전소를 검색하면 됩니다.② 발전소가 여러개일 경우 순서대로 클릭하면 됩니다.3) 아래에 나타나는 월 체크박스에서 해당 월에 체크한 후 확인 버튼을 누르면 대금지급요청 등록 화면이 나타납니다.4) 화면에서 인증서량을 입력하면 아래 공급가액과 부가세, 합계금액이 자동으로 산출됩니다.① 한국에너지공단에서 매월 발급하는 인증서에 기재된 REC량을 입력하여야 하며, 단위 또한 REC(MW)입니다.* 소형발전소의 경우 발전량이 1MW 미만일 경우, 해당월 REC량은 0이고 그 발전량은 이월되어 다음달 REC에 합산됩니다.② 청구하는 발전년월과 인증서 발전년월이 서로 맞는지 반드시 확인하여야 하며, 숫자는 정수를 입력하여야 합니다.5) 공급인증서와 세금계산서 증빙을 첨부파일로 업로드한 후 세금계산서 발행일을 달력에서 선택합니다.6) 대금지급청구 버튼을 클릭하고 뜨는 ‘새로운 데이터를 등록하시겠습니까?’메시지에 확인 버튼을 누르면 대금청구가 이루어집니다."
kakaoi,2023-05-15 11:58,어플,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요?
kakaoi,2023-05-15 11:58,rec종합관리,[REC]에서 궁금하신 내용의 번호를 입력해주세요~
kakaoi,2023-05-15 11:58,rec종합관리어플,[REC]에서 궁금하신 내용의 번호를 입력해주세요~
kakaoi,2023-05-15 13:52,상담원연결,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요?
kakaoi,2023-05-15 13:52,상담원 연결,아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요?
kakaoi,2023-05-15 13:52,rps rec 매매계약서 계약기간,"REC 매매계약은 신재생원스톱 사업정보 통합포털에서 진행합니다.아래의 절차 완료 후, 남부발전에서 송부한 계약서를 확인하시기 바랍니다.1) 회원가입◆ 신재생원스톱 사업정보 통합포털(http://onerec.kmos.kr) 가입 ◆ 공동인증서 등록 및 로그인            2) 전자계약서 확인◆ 화면 상단의 [전자계약] 메뉴 클릭◆ 화면 좌측 [계약서 확인] → [매도자계약진행현황] 클릭기타 문의사항은 ☎1600-9617 (전력거래소)로 문의바랍니다."
kakaoi,2023-05-15 14:02,계약기간 확인,"■ 미준공 발전소로 남부발전과 계약을 체결한 후 설비가 준공된 사업주 분께서는 설비확인서 발급일로부터 30일 이내에 남부발전에 통보하여야 합니다. 해당 설비확인서를 담당자 이메일(선정계약 : *@kospo.co.kr / 자체계약 : *@kospo.co.kr)로 송부해주시기 바랍니다.                                                                                             ■ 준공 사실 확인 후, 남부발전 담당자가 변경계약서를 발송해 드립니다. 해당 계약서 확인 후, 서류 첨부 및 전자서명을 진행해주시기 바랍니다.※ 만일 입찰 시 작성한 설비 용량 및 가중치가 설비 준공으로 변동되었을 경우 계약단가, 예상매매량, 계약보증금이 변동될 수 있습니다. 아울러 계약일 이후 상업운전을 개시한 경우 계약기간은 상업운전개시일로부터 20년(단, 태양광에 연계된 ESS 설비의 계약기간은 15년)입니다."
kakaoi,2023-05-15 19:53,지금 마이스터고3학년 학생입니다지원을 못하나요?,"일반직 신입사원 입사지원 시 학력 제한은 없으므로 따라서 대학에 재학 중이거나 휴학, 졸업예정인 경우에도 지원 가능합니다.단, 입사일 이후 학업을 위한 별도의 기간을 부여하지 않으므로 이 점 참고하셔야 합니다.제출서류는 졸업예정자인 경우 졸업예정증명서, 재학 중인 경우 재학증명서를 제출하시면 됩니다."
kakaoi,2023-05-16 18:15,방문신청확인,방문신청은 아래 버튼을 통해서 신청하시면 됩니다.
kakaoi,2023-05-17 11:07,안녕,안녕!
kakaoi,2023-05-25 10:26,rec대금,"1) 한국남부발전 대금청구사이트(https://conrps.kospo.co.kr)에 로그인 후 상단의 대금지급청구 메뉴를 누릅니다.2) 화면에 나타나는 발전소를 선택하고, 대금청구할 인증서의 전력공급 년을 선택합니다.① 해당하는 계약 탭에서 발전소를 검색하면 됩니다.② 발전소가 여러개일 경우 순서대로 클릭하면 됩니다.3) 아래에 나타나는 월 체크박스에서 해당 월에 체크한 후 확인 버튼을 누르면 대금지급요청 등록 화면이 나타납니다.4) 화면에서 인증서량을 입력하면 아래 공급가액과 부가세, 합계금액이 자동으로 산출됩니다.① 한국에너지공단에서 매월 발급하는 인증서에 기재된 REC량을 입력하여야 하며, 단위 또한 REC(MW)입니다.* 소형발전소의 경우 발전량이 1MW 미만일 경우, 해당월 REC량은 0이고 그 발전량은 이월되어 다음달 REC에 합산됩니다.② 청구하는 발전년월과 인증서 발전년월이 서로 맞는지 반드시 확인하여야 하며, 숫자는 정수를 입력하여야 합니다.5) 공급인증서와 세금계산서 증빙을 첨부파일로 업로드한 후 세금계산서 발행일을 달력에서 선택합니다.6) 대금지급청구 버튼을 클릭하고 뜨는 ‘새로운 데이터를 등록하시겠습니까?’메시지에 확인 버튼을 누르면 대금청구가 이루어집니다."
kakaoi,2023-05-25 21:25,안녕하십니까 상품소개나 견적에 대한 문의드릴려고 하는데 혹시 이메일 주소 알 수 있을까요,"하동발전본부는 설비용량 4,000MW로 국내 전력생산량의 4.8%, 한국남부발전 전력생산의 50% 이상을 차지하는 고효율 표준 석탄화력발전소입니다. 하동발전본부 사업소 소개 페이지로 연결해드릴게요."
kakaoi,2023-05-27 11:14,비번찾기,한국남부발전 조직도를 안내해 드릴게요. 부서별 담당자 전화번호를 찾고 싶으시면 전화번호 찾기 페이지에서 검색하실 수 있어요.??
kakaoi,2023-05-27 11:15,로그인 비밀번호 찾기,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요?
kakaoi,2023-05-27 11:16,로그인할 때 비밀번호를 잊어버렸어요,전자계약 시 필수 첨부 서류입니다.                                                                                          1) 설비확인서(별지 포함 2페이지)2)사업자등록증명(최근 1개월 내 발급)3) 발전사업허가증4) 계약이행보증증권5) 개인정보수집동의서 입니다.                                                    ※이외의 서류는 제출이 불필요
kakaoi,2023-05-27 11:17,did 복구방법,"채용페이지의 온라인지원만 가능합니다.해당하는 공고를 선택 후 이메일과 비밀번호를 설정하여 지원서 항목을 기재하시면 됩니다.이때 중복 지원은 불가능하며, 서류제출 후 기재착오 누락 또는 연락이 되지 않을 경우 발생하는 불이익은 지원자의 책임으로 간주합니다.지원서에 기재된 내용이 허위로 판명될 경우 합격이 취소 될 수 있으니 명심해주세요."
kakaoi,2023-06-14 07:19,세금계산서 발행이 늦었는데,"대부분의 일반과세자 사업자들은 국세청 홈택스에서 전자세금계산서를 발급하면 됩니다.1) 발급방법  ① 국세청 홈택스(www.hometax.go.kr) 접속  ② 공동인증서 로그인  ③ 조회/발급 메뉴 - 전자(세금)계산서 발급 메뉴 - 건별발급 메뉴 클릭  ④ 공급받는자 거래처 조회 - 한국남부발전 설정  ⑤ 작성일자, 품목, 공급가액 등 작성 후 발급하기 버튼 클릭2) 문의처 : 국세청 홈택스 고객센터(☎국번없이126)"
kakaoi,2023-06-15 09:31,장학금 관련 문의드립니다,"채용 결격사유는 당사의 인사관리규정 제10조(신규채용자의 결격사유)를 확인해 주세요.그외 지원서 허위작성, 증빙서 위·변조 및 각 전형단계의 부정행위자(채용비리 등)는 불합격 처리 됩니다.아래 버튼을 눌러 더 자세하게 알아보세요※ 자세한 사항은 반드시 채용공고문을 확인해주세요"
kakaoi,2023-06-15 09:31,장학금,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요?
kakaoi,2023-06-15 09:32,고등학생 장학금,아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요?
kakaoi,2023-06-18 18:18,하이,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요?
kakaoi,2023-06-19 14:14,rec 세금계산서 발행가격,"대부분의 일반과세자 사업자들은 국세청 홈택스에서 전자세금계산서를 발급하면 됩니다.1) 발급방법  ① 국세청 홈택스(www.hometax.go.kr) 접속  ② 공동인증서 로그인  ③ 조회/발급 메뉴 - 전자(세금)계산서 발급 메뉴 - 건별발급 메뉴 클릭  ④ 공급받는자 거래처 조회 - 한국남부발전 설정  ⑤ 작성일자, 품목, 공급가액 등 작성 후 발급하기 버튼 클릭2) 문의처 : 국세청 홈택스 고객센터(☎국번없이126)"
kakaoi,2023-06-19 14:15,rec 세금계산서 공급가격 조회,"대부분의 일반과세자 사업자들은 국세청 홈택스에서 전자세금계산서를 발급하면 됩니다.1) 발급방법  ① 국세청 홈택스(www.hometax.go.kr) 접속  ② 공동인증서 로그인  ③ 조회/발급 메뉴 - 전자(세금)계산서 발급 메뉴 - 건별발급 메뉴 클릭  ④ 공급받는자 거래처 조회 - 한국남부발전 설정  ⑤ 작성일자, 품목, 공급가액 등 작성 후 발급하기 버튼 클릭2) 문의처 : 국세청 홈택스 고객센터(☎국번없이126)"
