플랫폼,시간,질문,대응
kakaoi,2021-02-17 14:39,남부발전,한국남부발전 인재상은 아래의 버튼을 눌러 확인해 보세요.
kakaoi,2021-02-17 14:39,신정식,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요
kakaoi,2021-02-17 14:39,신정식,아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요
kakaoi,2021-02-17 14:39,신정식 사장님,한국한국남부발전 주식회사 CEO는 신정식 입니다.
kakaoi,2021-02-17 14:40,감사,아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요
kakaoi,2021-02-17 14:40,감사님,제가 많이 부족해서 실망하셨죠ㅠ.ㅠ 다른 궁금한 사항을 말해주시겠어요
kakaoi,2021-02-17 14:40,민원,아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요
kakaoi,2021-02-17 14:40,상임감사,제가 많이 부족해서 실망하셨죠ㅠ.ㅠ 다른 궁금한 사항을 말해주시겠어요
kakaoi,2021-02-17 14:40,신고,제가 많이 부족해서 실망하셨죠ㅠ.ㅠ 다른 궁금한 사항을 말해주시겠어요
kakaoi,2021-02-17 14:40,신고하고싶어요,한국남부발전은 전기의 생산과 발전에 대한 이해를돕기 위해 발전소별 견학프로그램을 실시하고 있습니다. 사업소별 견학일정 등 견학신청에 대한 자세한 사항은 홈페이지를 통해 확인하실 수 있어요. 
kakaoi,2021-02-17 14:41,사장 이름,한국한국남부발전 주식회사 CEO는 신정식 입니다.
kakaoi,2021-02-17 14:42,감사 이름,한국한국남부발전 주식회사 CEO는 신정식 입니다.
kakaoi,2021-02-17 14:42,남부발전 사장,한국남부발전 정관을 안내해 드립니다.
kakaoi,2021-02-17 14:42,영월 주소,영월발전본부는 강원도 영월군 영월읍 중앙로 411에 위치하고 있습니다. 찾아오시는 길을 안내해 드릴게요.
kakaoi,2021-02-17 14:42,신정식,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요
kakaoi,2021-02-17 14:42,영월발전본부 본부장,영월발전본부는 강원도 영월군 영월읍 중앙로 411에 위치하고 있습니다. 찾아오시는 길을 안내해 드릴게요.
kakaoi,2021-02-17 14:43,발전소 견학,한국남부발전은 전기의 생산과 발전에 대한 이해를돕기 위해 발전소별 견학프로그램을 실시하고 있습니다. 사업소별 견학일정 등 견학신청에 대한 자세한 사항은 홈페이지를 통해 확인하실 수 있어요.
kakaoi,2021-02-17 14:44,발전소 견학,한국남부발전은 전기의 생산과 발전에 대한 이해를돕기 위해 발전소별 견학프로그램을 실시하고 있습니다. 사업소별 견학일정 등 견학신청에 대한 자세한 사항은 홈페이지를 통해 확인하실 수 있어요.
kakaoi,2021-02-17 14:44,사업소,"한국남부발전은 국내에 하동, 신인천, 부산, 남제주, 영월, 안동, 삼척, 신세종복합건설본부까지 8개의 본부를 운영중입니다. 한눈에 찾아보실 수 있도록 안내드릴게요."
kakaoi,2021-02-17 14:44,대표번호,한국남부발전 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:44,언론 담당자,한국남부발전 조직도를 안내해 드릴게요. 부서별 담당자 전화번호를 찾고 싶으시면 전화번호 찾기 페이지에서 검색하실 수 있어요.
kakaoi,2021-02-17 14:44,하동,"하동발전본부는 설비용량 4,000MW로 국내 전력생산량의 4.8%, 한국남부발전 전력생산의 50% 이상을 차지하는 고효율 표준 석탄화력발전소입니다. 하동발전본부 사업소 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:45,대표전화번호,한국남부발전 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:45,하동화력,"하동발전본부는 설비용량 4,000MW로 국내 전력생산량의 4.8%, 한국남부발전 전력생산의 50% 이상을 차지하는 고효율 표준 석탄화력발전소입니다. 하동발전본부 사업소 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:45,공지사항,한국남부발전 주요 공지사항 페이지로 안내해드릴게요.
kakaoi,2021-02-17 14:45,어학 우대사항,"한국남부발전 채용 우대사항 적용대상은 다음과 같습니다.1. 등록장애인 및 취업지원대상자(보훈)2. 국민기초생활보장법에 의한 기초생활수급자 및 차상위계층3. 발전소주변지역 주민(2대 직계비속까지 인정)4. 비수도권 지역인재 및 이전지역(부산)인재※ 가산점은 10% 한도 내 중복 인정(단, 장애와 보훈 가점 중복 시 10% 초과 가능)※ 기타 추가 우대사항은 채용공고를 확인하여 주시기 바랍니다."
kakaoi,2021-02-17 14:45,대표번호,한국남부발전 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:45,하동 견학,한국남부발전은 전기의 생산과 발전에 대한 이해를돕기 위해 발전소별 견학프로그램을 실시하고 있습니다. 사업소별 견학일정 등 견학신청에 대한 자세한 사항은 홈페이지를 통해 확인하실 수 있어요. 
kakaoi,2021-02-17 14:46,최신뉴스,한국남부발전 보도자료를 한 눈에 보실 수 있는 사외홈페이지 KOSPO NEWS를 안내해드릴게요.
kakaoi,2021-02-17 14:46,전화번호,한국남부발전 조직도를 안내해 드릴게요. 부서별 담당자 전화번호를 찾고 싶으시면 전화번호 찾기 페이지에서 검색하실 수 있어요.
kakaoi,2021-02-17 14:46,하동발전소 견학,한국남부발전은 전기의 생산과 발전에 대한 이해를돕기 위해 발전소별 견학프로그램을 실시하고 있습니다. 사업소별 견학일정 등 견학신청에 대한 자세한 사항은 홈페이지를 통해 확인하실 수 있어요.
kakaoi,2021-02-17 14:46,견학신청,한국남부발전은 전기의 생산과 발전에 대한 이해를돕기 위해 발전소별 견학프로그램을 실시하고 있습니다. 사업소별 견학일정 등 견학신청에 대한 자세한 사항은 홈페이지를 통해 확인하실 수 있어요.
kakaoi,2021-02-17 14:46,본시 대표전화 알려줘,한국남부발전 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:46,본사 대표전화 알려줘,한국남부발전 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:46,견학신청 페이지,한국남부발전은 전기의 생산과 발전에 대한 이해를돕기 위해 발전소별 견학프로그램을 실시하고 있습니다. 사업소별 견학일정 등 견학신청에 대한 자세한 사항은 홈페이지를 통해 확인하실 수 있어요.
kakaoi,2021-02-17 14:46,채용,남부발전 채용정보에 대해 알려드릴게요궁금하신 사항의 버튼을 눌러주세요.
kakaoi,2021-02-17 14:46,본사 전화번호,한국남부발전 조직도를 안내해 드릴게요. 부서별 담당자 전화번호를 찾고 싶으시면 전화번호 찾기 페이지에서 검색하실 수 있어요.
kakaoi,2021-02-17 14:46,입찰,한국남부발전 입찰정보를 알려드리겠습니다.KEPCO SRM과 ALIO 공시를 통해 확인할 수 있습니다.
kakaoi,2021-02-17 14:46,신세종 전화번호,신인천발전본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:47,본사 전화,한국남부발전 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:47,견학신청,한국남부발전은 전기의 생산과 발전에 대한 이해를돕기 위해 발전소별 견학프로그램을 실시하고 있습니다. 사업소별 견학일정 등 견학신청에 대한 자세한 사항은 홈페이지를 통해 확인하실 수 있어요.
kakaoi,2021-02-17 14:47,신인천 전화번호,신인천발전본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:47,신세종 전화,신세종복합건설본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:47,제주 전화번호,한국남부발전 조직도를 안내해 드릴게요. 부서별 담당자 전화번호를 찾고 싶으시면 전화번호 찾기 페이지에서 검색하실 수 있어요.
kakaoi,2021-02-17 14:47,안동전화,"안동발전본부는 설비용량 362MW로, 일축형 복합 사이클 방식을 채택하여 국내최대 열효율을 달성한 LNG 복합 화력발전소입니다. 안동발전본부 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:47,남제주 전화번호,[남제주]에서 궁금하신 내용의 번호를 입력해주세요~
kakaoi,2021-02-17 14:47,안동 전화,안동발전본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:47,삼척전화,"삼척발전본부는 설비용량 2,044MW로, 세계 최대의 초임계압 순환 유동층 보일러를 채택한 친환경 고효율 석탄화력발전소입니다. 삼척발전본부 소개페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:47,영월 전화,영월발전본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:48,인천 전화,신인천발전본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:48,출입신청하고 싶어요,방문신청은 아래 버튼을 통해서 신청하시면 됩니다.
kakaoi,2021-02-17 14:48,부산 전화번호,한국남부발전 조직도를 안내해 드릴게요. 부서별 담당자 전화번호를 찾고 싶으시면 전화번호 찾기 페이지에서 검색하실 수 있어요.
kakaoi,2021-02-17 14:48,한림발전소 위치,한림발전본부는 제주특별자치도 제주시 한림읍 한림중앙로 159에 위치하고 있습니다. 주소 등은 아래 링크를 참고해주세요.
kakaoi,2021-02-17 14:48,남제주 위치,남제주발전본부는 제주특별자치도 서귀포시 안덕면 화순해안로 106번길 55에 위치하고 있습니다. 찾아오시는 길을 안내해 드릴게요.
kakaoi,2021-02-17 14:48,발주예정물량,한국남부발전 입찰 발주예정물량을 안내해드릴게요.
kakaoi,2021-02-17 14:48,남제주위치,남제주발전본부는 제주특별자치도 서귀포시 안덕면 화순해안로 106번길 55에 위치하고 있습니다. 찾아오시는 길을 안내해 드릴게요.
kakaoi,2021-02-17 14:48,영월위치,영월발전본부는 강원도 영월군 영월읍 중앙로 411에 위치하고 있습니다. 찾아오시는 길을 안내해 드릴게요.
kakaoi,2021-02-17 14:49,남부발전 사장,한국남부발전 정관을 안내해 드립니다.
kakaoi,2021-02-17 14:49,세종전화,신인천발전본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:49,채용,남부발전 채용정보에 대해 알려드릴게요궁금하신 사항의 버튼을 눌러주세요.
kakaoi,2021-02-17 14:49,영월 전화번호,한국남부발전 조직도를 안내해 드릴게요. 부서별 담당자 전화번호를 찾고 싶으시면 전화번호 찾기 페이지에서 검색하실 수 있어요.
kakaoi,2021-02-17 14:49,세종전화,신인천발전본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:49,견학,한국남부발전은 전기의 생산과 발전에 대한 이해를돕기 위해 발전소별 견학프로그램을 실시하고 있습니다. 사업소별 견학일정 등 견학신청에 대한 자세한 사항은 홈페이지를 통해 확인하실 수 있어요. 
kakaoi,2021-02-17 14:49,신세종전화,신세종복합건설본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:49,안동 전화번호,한국남부발전 조직도를 안내해 드릴게요. 부서별 담당자 전화번호를 찾고 싶으시면 전화번호 찾기 페이지에서 검색하실 수 있어요.
kakaoi,2021-02-17 14:49,신정식,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요
kakaoi,2021-02-17 14:49,안동전화,"안동발전본부는 설비용량 362MW로, 일축형 복합 사이클 방식을 채택하여 국내최대 열효율을 달성한 LNG 복합 화력발전소입니다. 안동발전본부 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:49,신인천 위치,신인천발전본부는 인천광역시 서구 장도로 57(청라동)에 위치하고 있습니다. 찾아오시는 길을 안내해 드릴게요.
kakaoi,2021-02-17 14:50,삼척전화,"삼척발전본부는 설비용량 2,044MW로, 세계 최대의 초임계압 순환 유동층 보일러를 채택한 친환경 고효율 석탄화력발전소입니다. 삼척발전본부 소개페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:50,부산 위치,부산발전본부는 부산시 사하구 감천항로 7에 위치하고 있습니다. 찾아오시는 길을 안내해 드릴게요.
kakaoi,2021-02-17 14:50,제주 위치,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요
kakaoi,2021-02-17 14:50,남제주 위치,남제주발전본부는 제주특별자치도 서귀포시 안덕면 화순해안로 106번길 55에 위치하고 있습니다. 찾아오시는 길을 안내해 드릴게요.
kakaoi,2021-02-17 14:50,부산전화,한국남부발전 조직도를 안내해 드릴게요. 부서별 담당자 전화번호를 찾고 싶으시면 전화번호 찾기 페이지에서 검색하실 수 있어요.
kakaoi,2021-02-17 14:50,신세종 전화번호,신인천발전본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:50,영월전화,"영월발전본부는 설비용량 848MW로, 국내최초로 무연탄 발전에서 LNG복합발전으로 탈바꿈한 저탄소 친환경 복합화력발전소입니다. 영월발전본부 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:50,하동 전화번호,한국남부발전 조직도를 안내해 드릴게요. 부서별 담당자 전화번호를 찾고 싶으시면 전화번호 찾기 페이지에서 검색하실 수 있어요.
kakaoi,2021-02-17 14:50,하동전화번호,"하동발전본부는 설비용량 4,000MW로 국내 전력생산량의 4.8%, 한국남부발전 전력생산의 50% 이상을 차지하는 고효율 표준 석탄화력발전소입니다. 하동발전본부 사업소 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:51,부산화략,"부산발전본부는 설비용량 1,800MW로, 부산지역 설비용량의 25% 이상을 담당하고 있는 최첨단 환경친화형 LNG 복합화력 발전소입니다. 부산발전본부 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:51,부산화략,"부산발전본부는 설비용량 1,800MW로, 부산지역 설비용량의 25% 이상을 담당하고 있는 최첨단 환경친화형 LNG 복합화력 발전소입니다. 부산발전본부 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:51,부산화력,"부산발전본부는 설비용량 1,800MW로, 부산지역 설비용량의 25% 이상을 담당하고 있는 최첨단 환경친화형 LNG 복합화력 발전소입니다. 부산발전본부 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:52,인천전화,신인천발전본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:52,세종전화,신인천발전본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:52,신인천전화번호,신인천발전본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:52,하동 전화번호,한국남부발전 조직도를 안내해 드릴게요. 부서별 담당자 전화번호를 찾고 싶으시면 전화번호 찾기 페이지에서 검색하실 수 있어요.
kakaoi,2021-02-17 14:52,발문신청,동반성장 지원사업 공모신청은 해당하는 공모를 확인하신 후 필요서류 및 표준양식을 작성하여 제출해주세요.현재 진행중인 공모가 궁금하시다면 아래의 버튼을 눌러 확인해 보실 수 있어요.
kakaoi,2021-02-17 14:52,방문신청,방문신청은 아래 버튼을 통해서 신청하시면 됩니다.
kakaoi,2021-02-17 14:52,인천전화,신인천발전본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:52,본사전화,한국남부발전 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:52,방문신청,방문신청은 아래 버튼을 통해서 신청하시면 됩니다.
kakaoi,2021-02-17 14:52,부산전화,한국남부발전 조직도를 안내해 드릴게요. 부서별 담당자 전화번호를 찾고 싶으시면 전화번호 찾기 페이지에서 검색하실 수 있어요.
kakaoi,2021-02-17 14:52,부산 전화번호,한국남부발전 조직도를 안내해 드릴게요. 부서별 담당자 전화번호를 찾고 싶으시면 전화번호 찾기 페이지에서 검색하실 수 있어요.
kakaoi,2021-02-17 14:53,비전,한국남부발전의 비전 및 전략에 대해서 알려드릴게요~
kakaoi,2021-02-17 14:53,안동 전화번호,한국남부발전 조직도를 안내해 드릴게요. 부서별 담당자 전화번호를 찾고 싶으시면 전화번호 찾기 페이지에서 검색하실 수 있어요.
kakaoi,2021-02-17 14:53,본사전화,한국남부발전 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:53,경영전략,한국남부발전의 비전 및 전략에 대해서 알려드릴게요~
kakaoi,2021-02-17 14:53,경영방침,한국남부발전의 비전 및 전략에 대해서 알려드릴게요~
kakaoi,2021-02-17 14:53,슬로건,한국남부발전의 비전 및 전략에 대해서 알려드릴게요~
kakaoi,2021-02-17 14:53,vision,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요
kakaoi,2021-02-17 14:53,비전,한국남부발전의 비전 및 전략에 대해서 알려드릴게요~
kakaoi,2021-02-17 14:54,남부발전 슬로건,한국남부발전의 비전 및 전략에 대해서 알려드릴게요~
kakaoi,2021-02-17 14:54,부산전화,한국남부발전 조직도를 안내해 드릴게요. 부서별 담당자 전화번호를 찾고 싶으시면 전화번호 찾기 페이지에서 검색하실 수 있어요.
kakaoi,2021-02-17 14:54,정보공개,한국남부발전 입찰정보를 알려드리겠습니다.KEPCO SRM과 ALIO 공시를 통해 확인할 수 있습니다.
kakaoi,2021-02-17 14:54,연혁,한국남부발전의 연혁을 한 눈에 보실 수 있도록 안내해 드릴게요.
kakaoi,2021-02-17 14:54,그린뉴딜,한국남부발전은 그린뉴딜 선도기업으로의 도약을 위해 노력하고 있습니다.한국남부발전이 추진중인 그린뉴딜 전략체계에 대해 안내해 드릴게요!
kakaoi,2021-02-17 14:54,뉴딜,한국남부발전은 그린뉴딜 선도기업으로의 도약을 위해 노력하고 있습니다.한국남부발전이 추진중인 그린뉴딜 전략체계에 대해 안내해 드릴게요!
kakaoi,2021-02-17 14:54,남부발전 비전이 알고 싶어요,한국남부발전의 비전 및 전략에 대해서 알려드릴게요~
kakaoi,2021-02-17 14:54,신사업,"한국남부발전은 태양광, 풍력, 바이오 연료, ESS 등 에너지 선순환을 통한 지속가능한 발전을 추진하고 있습니다. 한국남부발전의 신재생에너지 현황을 자세히 알려드릴게요!"
kakaoi,2021-02-17 14:54,신인천,"신인천발전본부는 설비용량 1,800MW로 경인공업단지, 인천국제공항 등 전력수요 밀집지역에 전력을 공급하는 청정 LNG 복합화력 발전소입니다. 신인천발전본부 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:54,해외,"한국남부발전은 칠레, 미국 등에 우리 기술, 자본력으로 선진 에너지 시장에 진출해 세계를 향해 뻗어나가는 대표 에너지 공기업으로 거듭나고 있습니다. 특히 더 깨끗한 에너지 생산을 지향하는 한국남부발전은 천연가스를 사용하는 복합화력 및 신재생 IPP사업에 주력하고 있어요.  한국남부발전의 해외사업 현황에 대해 더욱 자세히 알려드릴게요!"
kakaoi,2021-02-17 14:55,하동,"하동발전본부는 설비용량 4,000MW로 국내 전력생산량의 4.8%, 한국남부발전 전력생산의 50% 이상을 차지하는 고효율 표준 석탄화력발전소입니다. 하동발전본부 사업소 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:55,로고를 다운받고 싶어요,한국남부발전 CIP를 안내해 드릴게요!
kakaoi,2021-02-17 14:55,대표번호,한국남부발전 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:55,남부발전 전략,한국남부발전 정관을 안내해 드립니다.
kakaoi,2021-02-17 14:55,신세종 전화,신세종복합건설본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:55,하동,"하동발전본부는 설비용량 4,000MW로 국내 전력생산량의 4.8%, 한국남부발전 전력생산의 50% 이상을 차지하는 고효율 표준 석탄화력발전소입니다. 하동발전본부 사업소 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:55,남제주,[남제주]에서 궁금하신 내용의 번호를 입력해주세요~
kakaoi,2021-02-17 14:55,전략,한국남부발전의 비전 및 전략에 대해서 알려드릴게요~
kakaoi,2021-02-17 14:55,신인천,"신인천발전본부는 설비용량 1,800MW로 경인공업단지, 인천국제공항 등 전력수요 밀집지역에 전력을 공급하는 청정 LNG 복합화력 발전소입니다. 신인천발전본부 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:55,신인천,"신인천발전본부는 설비용량 1,800MW로 경인공업단지, 인천국제공항 등 전력수요 밀집지역에 전력을 공급하는 청정 LNG 복합화력 발전소입니다. 신인천발전본부 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:55,부산,"부산발전본부는 설비용량 1,800MW로, 부산지역 설비용량의 25% 이상을 담당하고 있는 최첨단 환경친화형 LNG 복합화력 발전소입니다. 부산발전본부 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:55,남부발전 전략,한국남부발전 정관을 안내해 드립니다.
kakaoi,2021-02-17 14:55,신인천전화,"신인천발전본부는 설비용량 1,800MW로 경인공업단지, 인천국제공항 등 전력수요 밀집지역에 전력을 공급하는 청정 LNG 복합화력 발전소입니다. 신인천발전본부 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:55,태양광,"한국남부발전은 국내 최대 태양광(98MW), 세계 최대 ESS(306MWh) 설비용량을 가진 솔라시도 태양광발전소 등 태양광 사업을 추진중입니다. 한국남부발전이 운영중인 태양광 사업 현황에 대해서 좀더 자세히 알려드릴게요."
kakaoi,2021-02-17 14:55,신세종 전화,신세종복합건설본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:55,신세종전화,신세종복합건설본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:55,신인천전화,"신인천발전본부는 설비용량 1,800MW로 경인공업단지, 인천국제공항 등 전력수요 밀집지역에 전력을 공급하는 청정 LNG 복합화력 발전소입니다. 신인천발전본부 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:55,인천전화,신인천발전본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:55,rec대금 정산,"1) 한국남부발전 대금청구사이트(corps.kospo.co.kr)에 로그인 후 상단의 대금지급청구 메뉴를 누릅니다.2) 화면에 나타나는 발전소를 선택하고, 대금청구할 인증서의 전력공급 년을 선택합니다.  ① 해당하는 계약 탭에서 발전소를 검색하면 됩니다.  ② 발전소가 여러개일 경우 순서대로 클릭하면 됩니다.3) 아래에 나타나는 월 체크박스에서 해당 월에 체크한 후 확인 버튼을 누르면 대금지급요청 등록 화면이 나타납니다.4) 화면에서 인증서량을 입력하면 아래 공급가액과 부가세, 합계금액이 자동으로 산출됩니다.  ① 한국에너지공단에서 매월 발급하는 인증서에 기재된 REC량을 입력하여야 하며, 단위 또한 REC(MW)입니다.    * 소형발전소의 경우 발전량이 1MW 미만일 경우, 해당월 REC량은 0이고 그 발전량은 이월되어 다음달 REC에 합산됩니다.  ② 청구하는 발전년월과 인증서 발전년월이 서로 맞는지 반드시 확인하여야 하며, 숫자는 정수를 입력하여야 합니다.5) 공급인증서와 세금계산서 증빙을 첨부파일로 업로드한 후 세금계산서 발행일을 달력에서 선택합니다.6) 대금지급청구 버튼을 클릭하고 뜨는 ‘새로운 데이터를 등록하시겠습니까’메시지에 확인 버튼을 누르면 대금청구가 이루어집니다."
kakaoi,2021-02-17 14:55,안동발전 전화,"하동발전본부는 설비용량 4,000MW로 국내 전력생산량의 4.8%, 한국남부발전 전력생산의 50% 이상을 차지하는 고효율 표준 석탄화력발전소입니다. 하동발전본부 사업소 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:56,남부발전 비전,한국남부발전 정관을 안내해 드립니다.
kakaoi,2021-02-17 14:56,안동발전 전화,"하동발전본부는 설비용량 4,000MW로 국내 전력생산량의 4.8%, 한국남부발전 전력생산의 50% 이상을 차지하는 고효율 표준 석탄화력발전소입니다. 하동발전본부 사업소 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:56,삼척,"삼척발전본부는 설비용량 2,044MW로, 세계 최대의 초임계압 순환 유동층 보일러를 채택한 친환경 고효율 석탄화력발전소입니다. 삼척발전본부 소개페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:56,한림,한림발전본부는 제주특별자치도 제주시 한림읍 한림중앙로 159에 위치하고 있습니다. 주소 등은 아래 링크를 참고해주세요.
kakaoi,2021-02-17 14:56,안동,"안동발전본부는 설비용량 362MW로, 일축형 복합 사이클 방식을 채택하여 국내최대 열효율을 달성한 LNG 복합 화력발전소입니다. 안동발전본부 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:56,영월,영월발전본부는 강원도 영월군 영월읍 중앙로 411에 위치하고 있습니다. 찾아오시는 길을 안내해 드릴게요.
kakaoi,2021-02-17 14:56,규정,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요
kakaoi,2021-02-17 14:56,신세종발전 전화,신세종복합건설본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:56,남부발전 경영방침,한국남부발전의 비전 및 전략에 대해서 알려드릴게요~
kakaoi,2021-02-17 14:56,삼척발전 전화,삼척발전본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:57,정관,한국남부발전 정관을 안내해 드립니다.
kakaoi,2021-02-17 14:57,상임감사,죄송하지만.. 조금 더 제가 알아듣기 쉽게 입력해주시겠어요
kakaoi,2021-02-17 14:57,감사님,아직 제가 학습하지 못한 내용인 거 같습니다. 다른 궁금한 점을 말해주시겠어요
kakaoi,2021-02-17 14:57,감사,제가 많이 부족해서 실망하셨죠ㅠ.ㅠ 다른 궁금한 사항을 말해주시겠어요
kakaoi,2021-02-17 14:57,신세종 전화번호,신인천발전본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:57,영월발전 전화,영월발전본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:57,부산발전전화,"부산발전본부는 설비용량 1,800MW로, 부산지역 설비용량의 25% 이상을 담당하고 있는 최첨단 환경친화형 LNG 복합화력 발전소입니다. 부산발전본부 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:58,부산발전 전화,부산발전본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:58,기술전무,제가 많이 부족해서 실망하셨죠ㅠ.ㅠ 다른 궁금한 사항을 말해주시겠어요
kakaoi,2021-02-17 14:58,안동발전 전화,"하동발전본부는 설비용량 4,000MW로 국내 전력생산량의 4.8%, 한국남부발전 전력생산의 50% 이상을 차지하는 고효율 표준 석탄화력발전소입니다. 하동발전본부 사업소 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:58,신세종전화번호,한국남부발전 조직도를 안내해 드릴게요. 부서별 담당자 전화번호를 찾고 싶으시면 전화번호 찾기 페이지에서 검색하실 수 있어요.
kakaoi,2021-02-17 14:58,세종 소개,"하동발전본부는 설비용량 4,000MW로 국내 전력생산량의 4.8%, 한국남부발전 전력생산의 50% 이상을 차지하는 고효율 표준 석탄화력발전소입니다. 하동발전본부 사업소 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:58,신인천 발전 전화,신인천발전본부 대표전화번호 입니다. ***-*-*
kakaoi,2021-02-17 14:58,하동 전화번호,한국남부발전 조직도를 안내해 드릴게요. 부서별 담당자 전화번호를 찾고 싶으시면 전화번호 찾기 페이지에서 검색하실 수 있어요.
kakaoi,2021-02-17 14:58,제주소개,"하동발전본부는 설비용량 4,000MW로 국내 전력생산량의 4.8%, 한국남부발전 전력생산의 50% 이상을 차지하는 고효율 표준 석탄화력발전소입니다. 하동발전본부 사업소 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:58,한림 발전 전호ㅓ,한림발전본부는 제주특별자치도 제주시 한림읍 한림중앙로 159에 위치하고 있습니다. 주소 등은 아래 링크를 참고해주세요.
kakaoi,2021-02-17 14:58,전무,제가 많이 부족해서 실망하셨죠ㅠ.ㅠ 다른 궁금한 사항을 말해주시겠어요
kakaoi,2021-02-17 14:58,한림발전 전화,한림발전본부는 제주특별자치도 제주시 한림읍 한림중앙로 159에 위치하고 있습니다. 주소 등은 아래 링크를 참고해주세요.
kakaoi,2021-02-17 14:58,제주 소개,"하동발전본부는 설비용량 4,000MW로 국내 전력생산량의 4.8%, 한국남부발전 전력생산의 50% 이상을 차지하는 고효율 표준 석탄화력발전소입니다. 하동발전본부 사업소 소개 페이지로 연결해드릴게요."
kakaoi,2021-02-17 14:58,임원,한국남부발전의 경영진을 안내해 드릴게요.
